Gene_Name	pRDG
BCL3	0.288027719
BCL6	0.51690518
BCL6B	0.119850862
BCL7A	0.12760721
BCL7B	0.135884977
BCL9	0.119061647
BCL9L	0.200004987
BCLAF1	0.181549643
BCO2	0.108722026
BCOR	0.125707733
BCORL1	0.104644752
BCR	0.764448607
BCS1L	0.653706433
BDH1	0.269499455
BDH2	0.135724645
BDKRB1	0.185615942
BDKRB2	0.330123555
BDNF	0.821236925
BDP1	0.069535816
BECN1	0.111247191
BEGAIN	0.109138769
BEND2	0.058248178
BEND3	0.111137821
BEND4	0.106881147
BEND5	0.112629347
BEST1	0.156699789
BEST2	0.114940385
BEST3	0.104341982
BEST4	0.137915691
BET1	0.090374475
BET3L	0.115069717
BEX1	0.430589406
BEX2	0.095299698
BEX5	0.067451886
BFAR	0.104338476
BFSP1	0.124262646
BFSP2	0.113145082
BGLAP	0.262105673
BGN	0.116694435
BHLHA15	0.149670243
BHLHB9	0.103112587
BHLHE22	0.193258194
BHLHE40	0.290306233
BHMT	0.224642836
BICC1	0.117658554
BICD1	0.100442728
BICD2	0.110496454
BID	0.115746397
BIK	0.200092619
BIN1	0.201556296
BIN2	0.061049936
BIN3	0.109046047
BIRC2	0.296923711
BIRC3	0.285807483
BIRC5	0.625875985
BIRC6	0.095828162
BIRC7	0.129897973
BLCAP	0.155881126
BLK	0.243928057
BLM	0.616823927
BLMH	0.387420421
BLNK	0.284325862
BLOC1S1	0.135884977
BLOC1S2	0.147467538
BLOC1S3	0.239122126
BLVRA	0.127493086
BLVRB	0.242329863
BLZF1	0.103376881
BMF	0.108807454
BMI1	0.387653719
BMP1	0.475056466
BMP10	0.220876785
BMP15	0.1913577
BMP2	0.774813458
BMP3	0.202544699
BMP4	0.931240267
BMP5	0.259915145
BMP6	0.373129901
BMP7	0.672885042
BMP8A	0.139018018
BMP8B	0.261793737
BMPER	0.131304942
BMPR1A	0.539202539
BMPR1B	0.338882117
BMPR2	0.501407818
BMS1P1	0.032687335
BMS1P5	0.032687335
BMX	0.162638877
BNC1	0.144425347
BNC2	0.121710796
BNIP1	0.145153227
BNIP2	0.124772308
BNIP3	0.310439687
BNIP3L	0.097610924
BNIPL	0.090322129
BOC	0.993167817
BOK	0.281046212
BOLA1	0.10528884
BOLA2	0.101818835
BOLA2B	0.101818835
BOLA3	0.11348718
BOLL	0.093116407
BOP1	0.139489779
BPGM	0.185699976
BPHL	0.102259078
BPI	0.12505397
BPIL1	0.095301157
BPIL2	0.098783577
BPIL3	0.088739218
BPNT1	0.096362458
BPTF	0.131355105
BRAP	0.338768341
BRCA1	0.947954772
BRCA2	0.703463021
BRCC3	0.193514716
BRD1	0.115131667
BRD2	0.541841691
BRD3	0.180888466
BRD4	0.18694261
BRD7	0.180220021
BRD8	0.115435102
BRD9	0.108175731
BRDT	0.305070066
BRE	0.236050376
BRF2	0.100527238
BRI3	0.211778404
BRI3BP	0.111339487
BRIP1	0.271243182
BRMS1	0.1354066
BRMS1L	0.107636284
BRP44	0.096094319
BRP44L	0.09893153
BRPF1	0.122810837
BRPF3	0.100530431
BRS3	0.087772435
BRSK1	0.112869645
BRSK2	0.106762189
BRUNOL4	0.118095035
BRUNOL5	0.084865731
BRWD1	0.107193984
BRWD2	0.142671864
BRWD3	0.099067144
BSDC1	0.090475032
BSG	0.357698204
BSN	0.222923164
BSND	0.36521387
BSPH1	0.09904883
BSPRY	0.104897238
BST1	0.198236716
BST2	0.094188466
BTAF1	0.145071289
BTBD1	0.111472341
BTBD10	0.115812449
BTBD11	0.123013675
BTBD16	0.069618809
BTBD2	0.111619113
BTBD3	0.116461066
BTBD6	0.11022979
BTBD8	0.011776979
BTBD9	0.122200227
BTC	0.238993632
BTD	0.235611863
BTF3	0.107834544
BTF3L1	0.058916467
BTF3L4	0.107178143
BTG1	0.211778404
BTG2	0.111102985
BTG3	0.133206587
BTG4	0.137458902
BTK	0.559766536
BTLA	0.126958469
BTN1A1	0.199582081
BTN2A1	0.089810367
BTN2A2	0.124819988
BTN3A1	0.077075001
BTN3A2	0.071725244
BTN3A3	0.095820845
BTNL3	0.061414518
BTRC	0.540058659
BUB1	0.257944291
BUB1B	0.263153888
BUB3	0.202974773
BUD13	0.073023919
BUD31	0.123788961
BVES	0.131656028
BXDC1	0.127301544
BXDC2	0.1675939
BXDC5	0.105956632
BYSL	0.155379381
BZRAP1	0.124633146
BZRPL1	0.082174899
BZW2	0.123788961
C10orf10	0.089040517
C10orf104	0.112629347
C10orf11	0.084481796
C10orf112	0.081106076
C10orf116	0.123077308
C10orf118	0.095595368
C10orf119	0.1107486
C10orf12	0.075948927
C10orf125	0.095853987
C10orf137	0.10872546
C10orf18	0.075885666
C10orf2	0.153697246
C10orf26	0.105183641
C10orf27	0.090253564
C10orf28	0.070058723
C10orf33	0.102533
C10orf35	0.031974929
C10orf4	0.082998495
C10orf49	0.050601332
C10orf54	0.098925043
C10orf57	0.110034166
C10orf58	0.110034166
C10orf59	0.115468899
C10orf65	0.146134068
C10orf68	0.073442547
C10orf76	0.093232932
C10orf78	0.093724075
C10orf79	0.079380051
C10orf82	0.09326098
C10orf88	0.076326505
C10orf97	0.112629347
C11orf1	0.086712034
C11orf10	0.112629347
C11orf17	0.064300791
C11orf2	0.183115552
C11orf24	0.063731621
C11orf30	0.116836306
C11orf41	0.071627365
C11orf49	0.104167246
C11orf51	0.112629347
C11orf53	0.098794844
C11orf54	0.10173656
C11orf57	0.096713246
C11orf58	0.139426933
C11orf59	0.129717038
C11orf60	0.088759618
C11orf61	0.103476464
C11orf65	0.095023251
C11orf67	0.112629347
C11orf68	0.108067798
C11orf70	0.094664218
C11orf73	0.112629347
C11orf74	0.073457905
C11orf75	0.118095035
C11orf79	0.106525229
C11orf82	0.074551102
C11orf83	0.080531701
C11orf84	0.134707973
C11orf9	0.105702324
C12orf10	0.096367578
C12orf11	0.090815155
C12orf12	0.085372238
C12orf23	0.112629347
C12orf29	0.077971177
C12orf30	0.10762835
C12orf35	0.103843916
C12orf41	0.10953894
C12orf44	0.112629347
C12orf45	0.088913583
C12orf48	0.084848938
C12orf5	0.102939461
C12orf51	0.11010972
C12orf57	0.109239714
C12orf64	0.091676566
C12orf65	0.074792654
C12orf72	0.100169325
C13orf1	0.102460335
C13orf15	0.100730988
C13orf18	0.069336681
C13orf23	0.095660251
C13orf3	0.078231903
C13orf31	0.089914919
C13orf34	0.120921322
C13orf37	0.104617465
C14orf1	0.155881126
C14orf100	0.087727456
C14orf102	0.098260454
C14orf106	0.069691116
C14orf119	0.092130566
C14orf126	0.070982735
C14orf129	0.112629347
C14orf133	0.118996849
C14orf135	0.086013746
C14orf138	0.100038605
C14orf143	0.106631724
C14orf147	0.112629347
C14orf149	0.102304867
C14orf153	0.101356606
C14orf159	0.09037328
C14orf166	0.142298242
C14orf2	0.09630337
C14orf21	0.1526827
C14orf28	0.10452084
C14orf4	0.111571828
C14orf43	0.099310568
C14orf49	0.106367654
C14orf68	0.089235021
C14orf83	0.111833536
C15orf15	0.118095035
C15orf2	0.058067363
C15orf21	0.12926019
C15orf23	0.094267206
C15orf24	0.118651785
C15orf29	0.10146251
C15orf38	0.092687851
C15orf39	0.090695405
C15orf40	0.080712215
C15orf41	0.107348308
C15orf44	0.090605368
C15orf52	0.0819078
C15orf55	0.088949325
C15orf60	0.083909557
C16orf13	0.111230428
C16orf35	0.146599614
C16orf42	0.109216094
C16orf45	0.110573809
C16orf48	0.098673564
C16orf5	0.124343589
C16orf53	0.242821374
C16orf57	0.097544408
C16orf58	0.103762508
C16orf59	0.079288669
C16orf61	0.09334616
C16orf70	0.114737516
C16orf75	0.114472682
C16orf80	0.135884977
C17orf28	0.099620936
C17orf42	0.074152511
C17orf46	0.071052661
C17orf47	0.075776534
C17orf48	0.093177605
C17orf53	0.074425955
C17orf56	0.089035864
C17orf59	0.109058621
C17orf60	0.071886923
C17orf61	0.104393753
C17orf70	0.16001242
C17orf75	0.096259143
C17orf79	0.063000632
C17orf80	0.073883864
C17orf81	0.08824182
C17orf95	0.082232726
C18orf1	0.099049946
C18orf10	0.07843619
C18orf19	0.100742327
C18orf20	0.058381871
C18orf21	0.102497742
C18orf24	0.078021009
C18orf25	0.104328102
C18orf45	0.057699754
C18orf54	0.07864443
C18orf58	0.098672321
C19orf10	0.138430195
C19orf2	0.12594988
C19orf20	0.108653964
C19orf22	0.109398704
C19orf25	0.087758188
C19orf26	0.208289043
C19orf30	0.067517937
C19orf33	0.121414771
C19orf40	0.133827518
C19orf41	0.059516348
C19orf43	0.10400702
C19orf50	0.111140451
C19orf53	0.101907552
C19orf56	0.118095035
C19orf57	0.070270295
C19orf62	0.108679848
C19orf63	0.106217807
C19orf70	0.113866705
C1GALT1	0.188149927
C1GALT1C1	0.145129036
C1orf102	0.098510538
C1orf103	0.103138494
C1orf106	0.097235287
C1orf107	0.231119524
C1orf111	0.102156017
C1orf114	0.09136083
C1orf115	0.118314001
C1orf116	0.093083975
C1orf122	0.058200989
C1orf123	0.104668805
C1orf124	0.096754185
C1orf125	0.083857047
C1orf128	0.118095035
C1orf149	0.102641143
C1orf151	0.099899365
C1orf156	0.082733813
C1orf168	0.072402765
C1orf174	0.092305681
C1orf177	0.085885642
C1orf178	0.075772474
C1orf182	0.094517823
C1orf187	0.102344593
C1orf190	0.095261209
C1orf2	0.11698579
C1orf204	0.093954365
C1orf216	0.093339317
C1orf25	0.207427595
C1orf27	0.095589196
C1orf35	0.107871643
C1orf38	0.090643192
C1orf43	0.080844492
C1orf49	0.092990583
C1orf50	0.08926037
C1orf52	0.102856436
C1orf56	0.071895459
C1orf57	0.118139382
C1orf58	0.105743471
C1orf59	0.097173961
C1orf61	0.067899768
C1orf63	0.08336399
C1orf65	0.100026687
C1orf69	0.098050997
C1orf71	0.083288037
C1orf77	0.107251505
C1orf84	0.092026095
C1orf85	0.094099787
C1orf89	0.101909841
C1orf9	0.234835171
C1orf94	0.079602651
C1QBP	0.957020978
C1QC	0.195752569
C1QL1	0.121512963
C1QL2	0.117886461
C1QL3	0.123788961
C1QL4	0.122443107
C1QTNF1	0.12013835
C1QTNF2	0.14447848
C1QTNF3	0.313904467
C1QTNF6	0.10962665
C1QTNF7	0.120766926
C1QTNF8	0.117777328
C1QTNF9	0.088036929
C1RL	0.103988305
C1S	0.442759036
C2	0.132989359
C20orf108	0.10255073
C20orf11	0.112629347
C20orf111	0.115869551
C20orf112	0.111529943
C20orf114	0.09059523
C20orf117	0.109231763
C20orf12	0.07349612
C20orf185	0.087863879
C20orf186	0.077419614
C20orf195	0.108235376
C20orf20	0.115814486
C20orf3	0.105465661
C20orf30	0.091802509
C20orf39	0.108869685
C20orf4	0.086942387
C20orf43	0.092337053
C20orf46	0.101630071
C20orf54	0.105147579
C20orf59	0.108978527
C20orf7	0.104558981
C20orf70	0.070138827
C20orf72	0.098380369
C20orf74	0.101958185
C20orf94	0.057341327
C20orf95	0.109414955
C21orf2	0.104138547
C21orf29	0.127725143
C21orf33	0.209501382
C21orf45	0.104426082
C21orf56	0.108524614
C21orf57	0.104287756
C21orf66	0.102865939
C21orf7	0.065440461
C21orf70	0.092440977
C21orf91	0.097779111
C22orf24	0.047308618
C22orf25	0.097994482
C22orf28	0.182245878
C22orf29	0.091713069
C22orf32	0.10294028
C22orf36	0.096234899
C22orf9	0.092562736
C2CD2	0.092553346
C2CD2L	0.126033552
C2orf18	0.119259341
C2orf28	0.067930737
C2orf29	0.090763605
C2orf3	0.188632352
C2orf30	0.106256225
C2orf40	0.112785273
C2orf44	0.084133438
C2orf47	0.04936166
C2orf49	0.106659783
C2orf51	0.088301311
C2orf56	0.091906127
C2orf60	0.112629347
C2orf65	0.090105901
C2orf7	0.123788961
C2orf76	0.052207011
C3AR1	0.099529751
C3orf1	0.065815355
C3orf15	0.095153556
C3orf17	0.070778856
C3orf18	0.102898321
C3orf19	0.097926437
C3orf26	0.096669618
C3orf34	0.092632695
C3orf35	0.067405776
C3orf38	0.086331205
C3orf52	0.063148776
C3orf57	0.129717038
C3orf58	0.118095035
C3orf60	0.126340354
C3orf63	0.089199758
C3orf64	0.09534714
C4BPA	0.154343993
C4BPB	0.133393709
C4orf14	0.075729423
C4orf15	0.092284176
C4orf16	0.141094724
C4orf17	0.069935095
C4orf18	0.09902586
C4orf23	0.079944598
C4orf27	0.081389877
C4orf31	0.10970105
C4orf32	0.078414076
C4orf34	0.100899624
C4orf40	0.039401471
C4orf41	0.105850859
C4orf43	0.101181355
C4orf44	0.089481251
C4orf49	0.083130926
C4orf7	0.031895047
C4orf8	0.087725101
C5	0.158144535
C5AR1	0.46572569
C5orf15	0.084324348
C5orf20	0.089065756
C5orf22	0.100077351
C5orf25	0.08199717
C5orf30	0.112629347
C5orf37	0.074058794
C5orf38	0.09563088
C5orf39	0.069108689
C5orf4	0.095559
C5orf41	0.074428086
C5orf44	0.108253815
C6	0.105156979
C6orf1	0.080129436
C6orf10	0.074427782
C6orf105	0.097456497
C6orf108	0.151651235
C6orf115	0.097479291
C6orf141	0.064493035
C6orf153	0.09432016
C6orf165	0.346201006
C6orf173	0.091431255
C6orf182	0.086402828
C6orf199	0.071126634
C6orf203	0.086462474
C6orf204	0.093421326
C6orf211	0.088191474
C6orf221	0.084559994
C6orf25	0.069049186
C6orf35	0.11185656
C6orf57	0.092956651
C6orf62	0.112629347
C6orf66	0.094220165
C6orf70	0.093300981
C6orf97	0.078828333
C7	0.108034454
C7orf10	0.170878959
C7orf11	0.14228513
C7orf16	0.194143862
C7orf20	0.09537741
C7orf23	0.112629347
C7orf25	0.102341823
C7orf26	0.104165667
C7orf30	0.090658881
C7orf36	0.096385204
C7orf42	0.111299693
C7orf43	0.107900214
C7orf50	0.099206404
C7orf57	0.076556435
C7orf58	0.084542911
C7orf59	0.107473681
C7orf64	0.098612148
C8A	0.106948055
C8B	0.121345723
C8orf30A	0.104296146
C8orf33	0.086212809
C8orf38	0.098326101
C8orf4	0.36088642
C8orf40	0.123788961
C8orf41	0.089363207
C8orf42	0.103074361
C8orf79	0.088099368
C8orf84	0.098283071
C9	0.121515586
C9orf100	0.08791176
C9orf102	0.084031817
C9orf103	0.139136904
C9orf11	0.06376788
C9orf123	0.066053898
C9orf126	0.091732991
C9orf127	0.10563272
C9orf140	0.108121897
C9orf156	0.10377905
C9orf167	0.121347703
C9orf21	0.08675538
C9orf24	0.093097648
C9orf25	0.101157544
C9orf3	0.186639772
C9orf30	0.346772559
C9orf4	0.120306265
C9orf41	0.112629347
C9orf46	0.10340681
C9orf5	0.196010336
C9orf6	0.131879469
C9orf61	0.09084674
C9orf64	0.087334565
C9orf78	0.112629347
C9orf82	0.103362433
C9orf85	0.086319432
C9orf86	0.112557538
C9orf9	0.100889482
C9orf95	0.102897426
C9orf97	0.078712722
C9orf98	0.159093089
CA1	0.164134288
CA10	0.097640196
CA11	0.112768935
CA12	0.128400765
CA13	0.101708123
CA14	0.094972968
CA2	0.372162161
CA3	0.248440256
CA4	0.216401331
CA5A	0.109172658
CA6	0.113669558
CA7	0.129717038
CA8	0.135884977
CA9	0.162621012
CAB39	0.11791969
CAB39L	0.109191657
CABC1	0.171857457
CABLES1	0.109426566
CABLES2	0.121111084
CABP2	0.114767091
CABP4	0.112125013
CABP5	0.126646353
CABP7	0.118095035
CABYR	0.054589163
CACHD1	0.108850627
CACNA1A	0.559056808
CACNA1B	0.215067063
CACNA1C	0.130712841
CACNA1D	0.145774747
CACNA1E	0.321745215
CACNA1F	0.197895828
CACNA1G	0.173720819
CACNA1H	0.158259157
CACNA1I	0.124456804
CACNA2D2	0.154437024
CACNA2D4	0.129295631
CACNB1	0.118549709
CACNB2	0.155899694
CACNB3	0.116126478
CACNB4	0.139411924
CACNG1	0.0997673
CACNG2	0.172190075
CACNG3	0.112629347
CACNG4	0.11734657
CACNG6	0.050999018
CACNG7	0.118095035
CACYBP	0.101317146
CAD	0.132336411
CADM1	0.110490981
CADM2	0.116389038
CADM3	0.459003621
CADM4	0.088839899
CADPS2	0.122613693
CAGE1	0.07696629
CALB1	0.600813456
CALCA	0.61553332
CALCB	0.115583781
CALCOCO1	0.196624826
CALCOCO2	0.058388624
CALCR	0.474524267
CALCRL	0.107365641
CALD1	0.2603347
CALHM1	0.109909819
CALHM2	0.110804621
CALHM3	0.096286408
CALM1	0.362549146
CALM2	0.321627214
CALM3	0.935036627
CALML4	0.089635741
CALML5	0.087248943
CALML6	0.149777336
CALN1	0.100756246
CALR	0.868849025
CALU	0.420198529
CALY	0.130778948
CAMK1	0.186645404
CAMK1D	0.133880399
CAMK1G	0.134831516
CAMK2A	0.387699908
CAMK2B	0.299386476
CAMK2D	0.239842845
CAMK2G	0.60885896
CAMK4	0.132071363
CAMKK1	0.143398839
CAMKK2	0.233960482
CAMKV	0.147549878
CAMLG	0.194937579
CAMP	0.175143363
CAMSAP1	0.102921747
CAMSAP1L1	0.109602556
CAMTA2	0.089743891
CAND1	0.170502808
CAND2	0.115185409
CANT1	0.14174852
CANX	0.894994828
CAP1	0.113575267
CAP2	0.105259392
CAPG	0.280633332
CAPN1	0.340389255
CAPN10	0.211409918
CAPN11	0.088979742
CAPN12	0.118245175
CAPN13	0.077964947
CAPN2	0.298380563
CAPN3	0.107583168
CAPN5	0.115890504
CAPN6	0.146663862
CAPN7	0.107550566
CAPN9	0.090139431
CAPNS1	0.341229232
CAPRIN1	0.088323511
CAPRIN2	0.096429098
CAPS2	0.092219064
CAPSL	0.118309613
CAPZA1	0.17622129
CAPZA2	0.220858067
CAPZA3	0.099869996
CAPZB	0.120186334
CARD10	0.093749384
CARD11	0.273462756
CARD14	0.128260904
CARD17	0.091714731
CARD6	0.068553358
CARD8	0.063443444
CARD9	0.139297781
CARHSP1	0.114791606
CARKD	0.085151956
CARM1	0.283391957
CARS	0.232989555
CARS2	0.207733328
CARTPT	0.168759363
CASC1	0.085734469
CASC3	0.110804825
CASC5	0.102067179
CASK	0.27748944
CASKIN1	0.113478966
CASKIN2	0.106464983
CASP1	0.586058152
CASP14	0.097999744
CASP2	0.212692549
CASP3	0.987401031
CASP4	0.24599584
CASP5	0.114565973
CASP6	0.253125006
CASP7	0.403171688
CASP8	0.670742894
CASP8AP2	0.15094413
CASP9	0.734282139
CASQ1	0.200750896
CASQ2	0.152605059
CASR	0.661506393
CASS4	0.08393455
CAST	0.338474093
CASZ1	0.275289271
CAT	0.949770119
CATSPER2	0.065082942
CATSPER3	0.086415831
CATSPER4	0.083411555
CATSPERB	0.059222172
CAV1	0.862937642
CAV2	0.292529885
CAV3	0.556961095
CBARA1	0.158083256
CBFA2T2	0.276959038
CBFA2T3	0.181304659
CBFB	0.219810807
CBL	0.477845673
CBLB	0.381733123
CBLC	0.372249965
CBLL1	0.110492232
CBLN1	0.146639978
CBLN2	0.114516861
CBLN3	0.121500504
CBLN4	0.120324651
CBR1	0.266578453
CBR3	0.139860736
CBS	0.847758542
CBWD1	0.09079712
CBWD2	0.094122866
CBWD3	0.098078386
CBWD5	0.095156477
CBX2	0.124071785
CBX3	0.206609952
CBX4	0.103508462
CBX5	0.413369372
CBX6	0.090619005
CBX7	0.123788961
CBX8	0.175066748
CBY1	0.131566556
CC2D1A	0.102529878
CC2D2A	0.132057631
CCAR1	0.159217778
CCBE1	0.11306548
CCBL1	0.459524911
CCBL2	0.152555219
CCDC101	0.118095035
CCDC102B	0.085395501
CCDC106	0.105943496
CCDC107	0.04817398
CCDC109B	0.087377489
CCDC11	0.071796729
CCDC110	0.083272089
CCDC112	0.09900296
CCDC113	0.080223766
CCDC115	0.099434979
CCDC116	0.096404812
CCDC12	0.101240636
CCDC120	0.103465138
CCDC122	0.094280207
CCDC123	0.074401388
CCDC126	0.100384339
CCDC127	0.100500373
CCDC130	0.094466155
CCDC134	0.106472022
CCDC135	0.103444126
CCDC136	0.099825973
CCDC137	0.090399767
CCDC14	0.081740807
CCDC141	0.086888572
CCDC149	0.098008335
CCDC155	0.07875557
CCDC17	0.078316278
CCDC18	0.09565446
CCDC19	0.120311568
CCDC22	0.150357812
CCDC24	0.085757649
CCDC25	0.071866655
CCDC27	0.095090065
CCDC28A	0.07704079
CCDC28B	0.183452584
CCDC3	0.110294652
CCDC33	0.087022179
CCDC34	0.09559575
CCDC37	0.088362023
CCDC41	0.105332365
CCDC42	0.100279306
CCDC43	0.082575094
CCDC44	0.239595085
CCDC45	0.085096908
CCDC47	0.109926305
CCDC48	0.094700975
CCDC49	0.104685832
CCDC5	0.114236799
CCDC50	0.093055793
CCDC51	0.10830949
CCDC56	0.092949585
CCDC58	0.112629347
CCDC59	0.095908814
CCDC6	0.166753312
CCDC60	0.076033678
CCDC62	0.146037619
CCDC64B	0.095842067
CCDC65	0.093460766
CCDC67	0.082261151
CCDC68	0.083823375
CCDC7	0.072428604
CCDC70	0.077709632
CCDC75	0.094335491
CCDC8	0.068338192
CCDC80	0.14040064
CCDC83	0.07783883
CCDC85A	0.094385147
CCDC85B	0.134780182
CCDC86	0.094152781
CCDC87	0.089225218
CCDC88A	0.134222182
CCDC88C	0.101775889
CCDC89	0.08354898
CCDC90B	0.096987512
CCDC91	0.084476051
CCDC92	0.107776632
CCDC93	0.086014096
CCDC99	0.08256902
CCIN	0.105756269
CCK	0.19392495
CCKAR	0.10427155
CCKBR	0.155537076
CCL11	0.265806381
CCL13	0.275607052
CCL17	0.239278159
CCL18	0.280901305
CCL19	0.224941832
CCL2	0.885834805
CCL20	0.206932802
CCL21	0.59766242
CCL23	0.066518704
CCL24	0.18806544
CCL25	0.194329645
CCL26	0.217284414
CCL27	0.264025967
CCL28	0.101634168
CCL3	0.675629789
CCL3L1	0.168667513
CCL3L3	0.184226801
CCL4	0.372322318
CCL4L2	0.113361036
CCL5	0.466553234
CCL7	0.336227913
CCL8	0.205226222
CCM2	0.115936103
CCNA1	0.38561217
CCNA2	0.521660409
CCNB1	0.101885537
CCNB1IP1	0.112800425
CCNB2	0.177156603
CCNC	0.194446828
CCND1	0.963334121
CCND2	0.749548778
CCND3	0.467497524
CCNDBP1	0.108009917
CCNE1	0.286890891
CCNE2	0.168472534
CCNF	0.13128506
CCNG1	0.21581003
CCNG2	0.149095102
CCNH	0.133301683
CCNI	0.163836739
CCNK	0.119773919
CCNL1	0.081913441
CCNL2	0.106699485
CCNO	0.194985404
CCNT1	0.151793442
CCNT2	0.15417669
CCNY	0.123788961
CCNYL1	0.076381022
CCPG1	0.103034525
CCR1	0.297094891
CCR10	0.118854193
CCR3	0.346924651
CCR4	0.124212635
CCR6	0.093782947
CCR7	0.622061879
CCR8	0.113257439
CCR9	0.119562481
CCRK	0.105229955
CCRL1	0.086066839
CCRL2	0.089294805
CCRN4L	0.172003279
CCS	0.325748238
CCT2	0.506226432
CCT3	0.696171528
CCT4	0.512860578
CCT5	0.350263089
CCT6A	0.437960859
CCT6B	0.119255778
CCT7	0.228544094
CCT8	0.476420919
CD109	0.124444603
CD14	0.333187935
CD151	0.248538472
CD160	0.089458464
CD163	0.233645023
CD163L1	0.076146966
CD164	0.115446474
CD180	0.106926201
CD19	0.517500954
CD1A	0.263672474
CD1B	0.167413866
CD1C	0.195577054
CD1D	0.511737443
CD1E	0.09735509
CD2	0.264860764
CD200	0.167342113
CD200R1	0.094702214
CD207	0.160445961
CD209	0.268065854
CD22	0.282424684
CD226	0.236079112
CD24	0.06333196
CD244	0.274737628
CD248	0.128851625
CD24L4	0.06333196
CD27	0.432051447
CD274	0.220119206
CD276	0.147990113
CD28	0.540010458
CD2AP	0.379082779
CD2BP2	0.124781922
CD300E	0.087335313
CD300LF	0.100257983
CD302	0.37130993
CD320	0.190550344
CD33	0.081194537
CD34	0.878703992
CD37	0.164151657
CD38	0.354768039
CD3D	0.382423331
CD3E	0.040956737
CD3EAP	0.122237596
CD3G	0.206605372
CD4	0.983579759
CD40	0.728445304
CD40LG	0.760785209
CD44	0.949013573
CD46	0.176591563
CD47	0.47352519
CD48	0.372973973
CD5	0.467049159
CD52	0.128530215
CD53	0.218873058
CD55	0.363922927
CD58	0.206385694
CD59	0.206068262
CD5L	0.253159615
CD63	0.749551865
CD68	0.806748316
CD69	0.396368194
CD70	0.214919095
CD72	0.098902637
CD74	0.35414624
CD79B	0.321905528
CD80	0.634017855
CD81	0.392162344
CD82	0.419853267
CD83	0.405806399
CD84	0.138027915
CD86	0.623296042
CD8A	0.971985348
CD8B	0.200789041
CD8BP	0.088109174
CD9	0.489934899
CD93	0.287682756
CD96	0.076256469
CD97	0.136870356
CD99	0.286671387
CD99L2	0.091209148
CDA	0.553064768
CDAN1	0.183831899
CDC14A	0.1263448
CDC14B	0.099724761
CDC14C	0.099724761
CDC16	0.151035776
CDC2	0.82218118
CDC20	0.208383018
CDC20B	0.081333253
CDC23	0.140862442
CDC25A	0.373266148
CDC25B	0.182643355
CDC25C	0.420325563
CDC26	0.100175959
CDC27	0.153587344
CDC2L1	0.141350926
CDC2L2	0.141350926
CDC2L5	0.226200168
CDC2L6	0.084985817
CDC37	0.220858067
CDC37L1	0.112971245
CDC40	0.152804253
CDC42	0.913818862
CDC42BPA	0.160525498
CDC42BPB	0.116012038
CDC42BPG	0.103698707
CDC42EP1	0.106037467
CDC42EP2	0.109944535
CDC42EP3	0.114061954
CDC42EP4	0.113604907
CDC42SE1	0.123788961
CDC42SE2	0.123788961
CDC45L	0.236297401
CDC5L	0.159741705
CDC6	0.174630124
CDC7	0.19373946
CDC73	0.155881126
CDCA2	0.104445053
CDCA3	0.118752942
CDCA4	0.115988661
CDCA7	0.100896555
CDCA7L	0.119066888
CDCA8	0.101930632
CDCP1	0.36226291
CDH1	0.934223348
CDH10	0.111133156
CDH11	0.242720107
CDH12	0.125960206
CDH13	0.403479665
CDH15	0.122663543
CDH16	0.128448341
CDH17	0.148591161
CDH18	0.123336518
CDH19	0.095644154
CDH2	0.268174259
CDH20	0.097402626
CDH22	0.106911052
CDH23	0.203076269
CDH24	0.101366593
CDH26	0.068268868
CDH3	0.09965908
CDH4	0.143183677
CDH5	0.222342277
CDH6	0.081710723
CDH7	0.131947937
CDH8	0.1229947
CDH9	0.094296161
CDIPT	0.361780971
CDK2	0.86471946
CDK2AP1	0.155881126
CDK2AP2	0.108170811
CDK3	0.207770266
CDK4	0.774393871
CDK5	0.565957052
CDK5R1	0.183991618
CDK5R2	0.111613218
CDK5RAP1	0.124102009
CDK5RAP2	0.08467444
CDK5RAP3	0.122870846
CDK6	0.400442993
CDK7	0.487584124
CDK8	0.202974773
CDK9	0.358591262
CDKAL1	0.246810139
CDKL2	0.178295121
CDKL3	0.104386399
CDKL4	0.086936611
CDKN1A	0.090809265
CDKN1B	0.688937663
CDKN2A	0.068468083
CDKN2AIP	0.098601238
CDKN2AIPNL	0.099905516
CDKN2B	0.405902894
CDKN2C	0.230213311
CDKN2D	0.180550893
CDKN3	0.135253576
CDO1	0.243067603
CDON	0.177361793
CDR2	0.225161376
CDR2L	0.08963388
CDRT15	0.026992171
CDS1	0.092640666
CDS2	0.081522891
CDT1	0.148610068
CDV3	0.067584002
CDX1	0.196422509
CDX2	0.550780887
CDX4	0.128904551
CDYL	0.108343077
CDYL2	0.107167418
CEACAM4	0.083585422
CEACAM6	0.068968939
CEACAM8	0.160573304
CEBPA	0.107508973
CEBPB	0.107180114
CEBPE	0.213172793
CEBPG	0.165474726
CEBPZ	0.090352845
CECR1	0.093146777
CECR2	0.11157008
CECR5	0.094140678
CEL	0.367939983
CELSR2	0.149941654
CELSR3	0.244900351
CEND1	0.10597147
CENPA	0.078980741
CENPB	0.10479163
CENPC1	0.088766088
CENPE	0.106759094
CENPF	0.148477569
CENPH	0.093142052
CENPI	0.131249299
CENPK	0.175091984
CENPL	0.078054669
CENPM	0.114516344
CENPN	0.081064371
CENPO	0.063951196
CENPP	0.075475338
